loss,accuracy,val_loss,val_accuracy
0.6073657870292664,0.6833176016807556,66.22000122070312,0.46192893385887146
0.5408169627189636,0.7376688718795776,8.960841178894043,0.46192893385887146
0.5173269510269165,0.7502356171607971,0.7796643376350403,0.6192893385887146
0.4856974482536316,0.7703424692153931,2.2248899936676025,0.5380710363388062
0.41481149196624756,0.8162111043930054,3.026205539703369,0.5380710363388062
0.3852904438972473,0.8312912583351135,4.498020648956299,0.5380710363388062
0.33571043610572815,0.8501413464546204,3.4886953830718994,0.5380710363388062
0.29228731989860535,0.8759032487869263,2.9929161071777344,0.5380710363388062
0.25271540880203247,0.8912975192070007,4.21465539932251,0.5380710363388062
0.23689065873622894,0.9016650915145874,3.4424524307250977,0.5380710363388062
0.20685504376888275,0.9164310693740845,3.613058567047119,0.5380710363388062
0.1767120659351349,0.9264844655990601,1.7132619619369507,0.5380710363388062
0.19204069674015045,0.9271875023841858,1.5064222812652588,0.5380710363388062
0.16993014514446259,0.9359095096588135,1.3226290941238403,0.6446700692176819
0.17233192920684814,0.9346528649330139,1.019339680671692,0.5939086079597473
0.14224334061145782,0.9412503838539124,1.0916515588760376,0.6548223495483398
0.1414783000946045,0.948790431022644,0.31561216711997986,0.8426395654678345
0.11441696435213089,0.9582155346870422,0.3788199722766876,0.8121827244758606
0.12334469705820084,0.9560163617134094,0.29796102643013,0.8629441857337952
0.12823167443275452,0.9506754875183105,0.12845546007156372,0.9492385983467102
0.11857833713293076,0.9547596573829651,0.08129347115755081,0.9746192693710327
0.09927248954772949,0.9597863554954529,0.17928598821163177,0.9289340376853943
0.08418088406324387,0.9695255756378174,0.19760623574256897,0.913705587387085
0.08761771768331528,0.9679547548294067,0.17451879382133484,0.903553307056427
0.07658493518829346,0.9704681038856506,0.10021760314702988,0.9593908786773682
0.07029344141483307,0.9736098051071167,0.3823266625404358,0.817258894443512
0.08410792797803879,0.9670122265815735,0.07822875678539276,0.9593908786773682
0.061394911259412766,0.9751806259155273,0.09211158007383347,0.9695431590080261
0.07481687515974045,0.9701539278030396,0.448290079832077,0.8324872851371765
0.06646765023469925,0.971724808216095,0.1866188645362854,0.8984771370887756
0.06457789242267609,0.9764373302459717,0.039601344615221024,0.9847715497016907
0.0497373566031456,0.9798932075500488,0.023713769391179085,0.9949238300323486
0.06072929874062538,0.9767515063285828,0.13989391922950745,0.9441624283790588
0.05670701339840889,0.9776939749717712,0.03731939196586609,0.9847715497016907
0.03871496394276619,0.9842915534973145,0.06283541023731232,0.9695431590080261
0.04755096882581711,0.9836632013320923,0.004681083373725414,1.0
0.03871213644742966,0.9880616068840027,0.014253784902393818,1.0
0.052246127277612686,0.9802073240280151,0.040936630219221115,0.989847719669342
0.04236884415149689,0.9836632013320923,0.006812346633523703,1.0
0.053416211158037186,0.9817782044410706,0.05816970020532608,0.9746192693710327
0.032777946442365646,0.9890040755271912,0.010088128037750721,0.9949238300323486
0.036359257996082306,0.9874332547187805,0.03469691425561905,0.9847715497016907
0.029524553567171097,0.9890040755271912,0.0034116539172828197,1.0
0.044600460678339005,0.9849199056625366,0.03477448597550392,0.989847719669342
0.039959706366062164,0.985548198223114,0.014516814611852169,1.0
0.027979440987110138,0.9896324276924133,0.04123697802424431,0.9847715497016907
0.038529232144355774,0.9864907264709473,0.06202056258916855,0.9746192693710327
0.033433109521865845,0.9890040755271912,0.018597591668367386,0.9949238300323486
0.03918249532580376,0.985548198223114,0.021452970802783966,0.989847719669342
0.02234344370663166,0.9921457767486572,0.039642199873924255,0.9796954393386841
0.026311524212360382,0.9905749559402466,0.0008575444226153195,1.0
0.027172667905688286,0.9905749559402466,0.12544378638267517,0.9593908786773682
0.03865852952003479,0.9852340817451477,0.05504364147782326,0.9796954393386841
0.02543591894209385,0.991203248500824,0.007642052602022886,1.0
0.04142186418175697,0.9830348491668701,0.003069173777475953,1.0
0.0216390211135149,0.9924599528312683,0.029137149453163147,0.989847719669342
0.019888242706656456,0.9930883049964905,0.0007092463201843202,1.0
0.014577959664165974,0.9946591258049011,0.001770215341821313,1.0
0.015377417206764221,0.9930883049964905,0.011549925431609154,0.9949238300323486
0.033666450530290604,0.9858623743057251,0.007030877284705639,1.0
0.02252902463078499,0.9908890724182129,0.078091561794281,0.9796954393386841
0.02134118042886257,0.9930883049964905,0.006568395532667637,1.0
0.02773183025419712,0.9893182516098022,0.021315371617674828,0.989847719669342
0.020993655547499657,0.9927741289138794,0.0073126680217683315,0.9949238300323486
0.022852588444948196,0.9930883049964905,0.13188478350639343,0.9644669890403748
0.026719460263848305,0.9921457767486572,0.07120157033205032,0.9695431590080261
0.01036364771425724,0.9968582987785339,0.009601631201803684,1.0
0.018229257315397263,0.9924599528312683,0.011709362268447876,0.9949238300323486
0.02142636477947235,0.9927741289138794,0.004294341430068016,1.0
0.015131384134292603,0.9949733018875122,0.017135629430413246,0.9949238300323486
0.017272979021072388,0.9937165975570679,0.000878087361343205,1.0
0.02060168795287609,0.9918316006660461,0.04779224470257759,0.9796954393386841
0.014074457809329033,0.9946591258049011,0.0014811758883297443,1.0
0.017516201362013817,0.9930883049964905,0.08650130778551102,0.9847715497016907
0.02409171313047409,0.991203248500824,0.015315577387809753,0.9949238300323486
0.020589405670762062,0.994030773639679,0.007590478286147118,0.9949238300323486
0.00590578792616725,0.9981150031089783,0.004808640573173761,0.9949238300323486
0.010290938429534435,0.9962299466133118,0.001486182096414268,1.0
0.021480636671185493,0.9921457767486572,0.00043908998486585915,1.0
0.022631390020251274,0.9902607798576355,0.0011224175104871392,1.0
0.00998620968312025,0.997172474861145,0.00015893620729912072,1.0
0.03463473170995712,0.9877474308013916,0.035115454345941544,0.9949238300323486
0.02160685323178768,0.9908890724182129,0.0004680560959968716,1.0
