loss,accuracy,val_loss,val_accuracy
0.9628154253275201,0.48923444747924805,0.9550608146758307,0.5095238089561462
0.9580905936551436,0.5167464017868042,0.9547017687842959,0.49047619104385376
0.9554590822406933,0.510765552520752,0.954366926352183,0.5095238089561462
0.9569054879069898,0.5035884976387024,0.9535071849822998,0.48571428656578064
0.9606953454359867,0.4665071666240692,0.9529451778956822,0.561904788017273
0.9553071619791277,0.5047847032546997,0.9526865482330322,0.5
0.954197525407709,0.519138753414154,0.9520506325222197,0.5476190447807312
0.9532880922824002,0.4964114725589752,0.9522987428165618,0.5761904716491699
0.9522638748707384,0.5275119543075562,0.9517692463738577,0.5857142806053162
0.9526953808428568,0.5047847032546997,0.9510690303075882,0.4952380955219269
0.9506622062345441,0.5059808492660522,0.9508541901906331,0.5
0.9550734746969488,0.4832535982131958,0.9504893087205433,0.5428571701049805
0.9519017199009799,0.4988038241863251,0.950291124979655,0.5190476179122925
0.9519008158496692,0.5119616985321045,0.9499284397988093,0.5476190447807312
0.9447326620229693,0.5777512192726135,0.9492365178607759,0.5190476179122925
0.9527406150644476,0.5035884976387024,0.9485598064604259,0.5142857432365417
0.9530054108377849,0.48923444747924805,0.9480811550503685,0.523809552192688
0.9508956260087957,0.5095694065093994,0.9478256299382164,0.523809552192688
0.9485209116525057,0.519138753414154,0.9471102311497643,0.523809552192688
0.9485277408047726,0.540669858455658,0.9468128454117548,0.538095235824585
0.9480620445817282,0.5311004519462585,0.946239157517751,0.5285714268684387
0.9457042659298655,0.5311004519462585,0.945526096934364,0.538095235824585
0.9477683060477224,0.5119616985321045,0.9448079875537327,0.5476190447807312
0.9452564471075979,0.5442583560943604,0.9438089802151635,0.5571428537368774
0.9464814195222262,0.5251196026802063,0.9423616017614093,0.5761904716491699
0.945338033603139,0.5287081599235535,0.9416161440667652,0.5809524059295654
0.9429339715168237,0.5622009634971619,0.9406633604140509,0.6095238327980042
0.9445498311918888,0.5394737124443054,0.9398515746707008,0.6095238327980042
0.9438192696092231,0.540669858455658,0.939513593628293,0.6142857074737549
0.9416854840716676,0.540669858455658,0.9389936685562134,0.6095238327980042
0.9414626964541714,0.5574162602424622,0.9380438282376244,0.6428571343421936
0.9424801694149035,0.5442583560943604,0.9375007107144311,0.6285714507102966
0.9433958815615713,0.5454545617103577,0.9367058560961768,0.6333333253860474
0.9406097317426398,0.5562201142311096,0.9356269450414748,0.6523809432983398
0.9402797989297712,0.5311004519462585,0.9360784417106992,0.5571428537368774
0.9391325341457385,0.5562201142311096,0.9338789900143941,0.6095238327980042
0.9373041023477984,0.5490430593490601,0.931895937806084,0.6714285612106323
0.9368880593605589,0.5657894611358643,0.9309366822242737,0.6333333253860474
0.936714948364422,0.5490430593490601,0.9288512632960365,0.6238095164299011
0.93596794359992,0.5669856667518616,0.9275906733104161,0.6666666865348816
0.9354302583699021,0.5645933151245117,0.9261292650586083,0.6523809432983398
0.9330818148320942,0.5992823243141174,0.9258757386888776,0.6238095164299011
0.9353780484085448,0.5502392053604126,0.9247217042105539,0.6476190686225891
0.9292685928527248,0.5622009634971619,0.9240581234296162,0.6142857074737549
0.9312790213019083,0.5586124658584595,0.9259222263381595,0.5904762148857117
0.9331152364968113,0.5418660044670105,0.9169796966371082,0.6523809432983398
0.9230632813353288,0.6052631735801697,0.9144654875709897,0.6523809432983398
0.928478596313148,0.5765550136566162,0.9129156146730696,0.6476190686225891
0.929872197397588,0.5693780183792114,0.9113794820649284,0.6476190686225891
0.9237820041236695,0.5921052694320679,0.9119692751339503,0.6190476417541504
0.9237996180091749,0.6076555252075195,0.9083313919249035,0.6428571343421936
0.925126654109316,0.5777512192726135,0.9151243680999392,0.6000000238418579
0.9293286421082236,0.5873205661773682,0.911959797995431,0.6095238327980042
0.9200830935861506,0.5921052694320679,0.9035890448661078,0.6619047522544861
0.9256560203561373,0.570574164390564,0.9137391096069699,0.6000000238418579
